# bjd	phase	raw_flux	raw_err	corr_flux	corr_err	dtr_flux	dtr_err
56344.55366788	0.32953292	1.012384	0.000214	1.034808	0.000243	1.016296	0.000215
56344.57410139	0.33892793	1.002192	0.000214	1.023378	0.000243	1.006063	0.000215
56344.59453480	0.34832290	1.003695	0.000214	1.024911	0.000243	1.007570	0.000215
56344.61496821	0.35771787	1.008173	0.000214	1.030070	0.000243	1.012063	0.000215
56344.63540153	0.36711279	0.999265	0.000214	1.020018	0.000243	1.003119	0.000215
56344.65583504	0.37650781	1.005344	0.000214	1.026624	0.000243	1.009220	0.000215
56344.67626845	0.38590278	1.001794	0.000214	1.022895	0.000243	1.005654	0.000214
56344.69670186	0.39529774	0.998839	0.000214	1.019419	0.000242	1.002687	0.000214
56344.71713527	0.40469271	1.005005	0.000213	1.026327	0.000242	1.008874	0.000214
56344.73756869	0.41408769	0.999164	0.000213	1.019849	0.000242	1.003010	0.000214
56344.75800210	0.42348265	1.000869	0.000213	1.021613	0.000242	1.004719	0.000214
56344.77843552	0.43287763	1.000344	0.000213	1.021144	0.000242	1.004190	0.000214
56344.79886893	0.44227259	0.986913	0.000213	1.005853	0.000242	0.990705	0.000214
56344.81930244	0.45166761	0.982208	0.000213	1.000500	0.000242	0.985981	0.000214
56344.83973576	0.46106254	0.968334	0.000213	0.984678	0.000242	0.972052	0.000214
56344.86016917	0.47045750	0.956590	0.000213	0.971473	0.000242	0.960262	0.000214
56344.88060269	0.47985252	0.954235	0.000213	0.968622	0.000242	0.957896	0.000214
56344.90103600	0.48924744	0.942529	0.000213	0.955313	0.000242	0.946143	0.000214
56344.92146952	0.49864246	0.943729	0.000213	0.956866	0.000241	0.947347	0.000213
56344.94190294	-0.49196256	0.949212	0.000213	0.962792	0.000241	0.952848	0.000213
56344.96233625	-0.48256764	0.950190	0.000213	0.964108	0.000241	0.953829	0.000213
56344.98276977	-0.47317262	0.967135	0.000212	0.983290	0.000241	0.970837	0.000213
56345.00320319	-0.46377765	0.974617	0.000212	0.991752	0.000241	0.978347	0.000213
56345.02363650	-0.45438273	0.984097	0.000212	1.002650	0.000241	0.987861	0.000213
56345.04407002	-0.44498771	0.999559	0.000213	1.020034	0.000241	1.003380	0.000213
56345.06450344	-0.43559274	0.999857	0.000213	1.020402	0.000241	1.003677	0.000213
56345.08493696	-0.42619772	1.010662	0.000213	1.032646	0.000241	1.014522	0.000213
56345.10537028	-0.41680279	1.011399	0.000213	1.033494	0.000242	1.015260	0.000214
56345.12580370	-0.40740782	1.007854	0.000213	1.029402	0.000242	1.011700	0.000214
56345.14623712	-0.39801284	1.015083	0.000213	1.037836	0.000242	1.018955	0.000214
56345.16667054	-0.38861787	1.010410	0.000213	1.032320	0.000242	1.014262	0.000214
56345.18710396	-0.37922290	1.012461	0.000213	1.034707	0.000242	1.016320	0.000214
56345.20753738	-0.36982793	1.015767	0.000213	1.038533	0.000242	1.019636	0.000214
56345.22797080	-0.36043295	1.010189	0.000213	1.031983	0.000242	1.014036	0.000214
56345.24840432	-0.35103794	1.014856	0.000213	1.037505	0.000242	1.018719	0.000214
56345.26883764	-0.34164301	1.015341	0.000213	1.037939	0.000242	1.019204	0.000214
56345.28927106	-0.33224804	1.011229	0.000213	1.033237	0.000242	1.015074	0.000214
56345.30970458	-0.32285302	1.018376	0.000214	1.041446	0.000242	1.022247	0.000214
56345.33013800	-0.31345804	1.013476	0.000214	1.035845	0.000243	1.017327	0.000214
56345.35057133	-0.30406311	1.013647	0.000214	1.036001	0.000243	1.017497	0.000215
56345.37100485	-0.29466809	1.019673	0.000214	1.042879	0.000243	1.023544	0.000215
56345.39143827	-0.28527312	1.011505	0.000214	1.033561	0.000243	1.015343	0.000215
56345.41187160	-0.27587819	1.016937	0.000214	1.039644	0.000243	1.020794	0.000215
56345.43230512	-0.26648317	1.015146	0.000214	1.037822	0.000243	1.018995	0.000215
56345.45273854	-0.25708820	1.010626	0.000214	1.032414	0.000243	1.014456	0.000215
56345.47317207	-0.24769317	1.018041	0.000214	1.040999	0.000243	1.021897	0.000215
56345.49360539	-0.23829825	1.008635	0.000214	1.030297	0.000243	1.012454	0.000215
56345.51403882	-0.22890327	1.010238	0.000213	1.032018	0.000242	1.014061	0.000214
56345.53447234	-0.21950825	1.012713	0.000212	1.034951	0.000240	1.016544	0.000212
56345.55490567	-0.21011332	1.004175	0.000210	1.025210	0.000239	1.007972	0.000211
56345.57533910	-0.20071834	1.012020	0.000209	1.034077	0.000237	1.015845	0.000210
56345.59577262	-0.19132332	1.004966	0.000207	1.026099	0.000236	1.008763	0.000208
56345.61620595	-0.18192839	1.002817	0.000206	1.023675	0.000234	1.006604	0.000207
56345.63663948	-0.17253337	1.007694	0.000205	1.029090	0.000232	1.011498	0.000205
56345.65707290	-0.16313840	0.996304	0.000203	1.016308	0.000231	1.000063	0.000204
56345.67750623	-0.15374347	1.003413	0.000202	1.024195	0.000229	1.007197	0.000203
56345.69793976	-0.14434844	0.998931	0.000200	1.019198	0.000227	1.002696	0.000201
56345.71837319	-0.13495346	0.992984	0.000199	1.012525	0.000226	0.996726	0.000200
56345.73880652	-0.12555853	1.000525	0.000197	1.020870	0.000224	1.004293	0.000198
56345.75924004	-0.11616351	0.992075	0.000196	1.011458	0.000223	0.995810	0.000197
56345.77967347	-0.10676854	0.994084	0.000195	1.013581	0.000221	0.997825	0.000195
56345.80010690	-0.09737356	0.994392	0.000193	1.014006	0.000219	0.998132	0.000194
56345.82054033	-0.08797858	0.988656	0.000192	1.007407	0.000218	0.992373	0.000192
56345.84097376	-0.07858360	0.990558	0.000190	1.009685	0.000216	0.994281	0.000191
56345.86140719	-0.06918863	0.952560	0.000189	0.966331	0.000214	0.956138	0.000189
56345.88184062	-0.05979365	0.883678	0.000187	0.888224	0.000212	0.886996	0.000188
56345.90227406	-0.05039867	0.795847	0.000185	0.788416	0.000211	0.798834	0.000186
56345.92270749	-0.04100369	0.688428	0.000184	0.666284	0.000209	0.691011	0.000185
56345.94314092	-0.03160871	0.582128	0.000182	0.545704	0.000207	0.584311	0.000183
56345.96357435	-0.02221374	0.483354	0.000181	0.433273	0.000205	0.485166	0.000181
56345.98400788	-0.01281871	0.408454	0.000179	0.348301	0.000203	0.409984	0.000180
56346.00444122	-0.00342378	0.371034	0.000181	0.305734	0.000205	0.372424	0.000181
56346.02487475	0.00597125	0.382064	0.000182	0.318300	0.000207	0.383495	0.000183
56346.04530818	0.01536622	0.432576	0.000184	0.375641	0.000209	0.434194	0.000185
56346.06574152	0.02476116	0.523867	0.000185	0.479461	0.000211	0.525827	0.000186
56346.08617505	0.03415618	0.623594	0.000187	0.592592	0.000212	0.625926	0.000188
56346.10660848	0.04355116	0.724978	0.000188	0.707839	0.000214	0.727687	0.000189
56346.12704182	0.05294610	0.834547	0.000190	0.832297	0.000216	0.837665	0.000191
56346.14747535	0.06234112	0.912910	0.000192	0.921148	0.000217	0.916319	0.000192
56346.16790879	0.07173610	0.977092	0.000193	0.994273	0.000219	0.980738	0.000194
56346.18834232	0.08113113	0.993214	0.000194	1.012447	0.000221	0.996919	0.000195
56346.20877566	0.09052606	0.990922	0.000196	1.009864	0.000222	0.994617	0.000197
56346.22920910	0.09992104	1.000857	0.000197	1.021139	0.000224	1.004587	0.000198
56346.24964263	0.10931607	0.991068	0.000199	1.010069	0.000226	0.994761	0.000200
56346.27007597	0.11871100	0.998271	0.000200	1.018112	0.000227	1.001988	0.000201
56346.29050941	0.12810598	0.999439	0.000202	1.019621	0.000229	1.003160	0.000202
56346.31094294	0.13750101	0.994306	0.000203	1.013612	0.000231	0.998005	0.000204
56346.33137628	0.14689594	1.004948	0.000204	1.025710	0.000232	1.008686	0.000205
56346.35180972	0.15629093	0.996311	0.000206	1.016040	0.000234	1.000015	0.000207
56346.37224326	0.16568595	1.001735	0.000207	1.021988	0.000235	1.005457	0.000208
56346.39267660	0.17508089	1.006969	0.000209	1.028101	0.000237	1.010709	0.000209
56346.41311014	0.18447592	0.999120	0.000210	1.019091	0.000238	1.002830	0.000211
56346.43354358	0.19387090	1.009371	0.000211	1.030725	0.000240	1.013117	0.000212
56346.45397702	0.20326588	1.006246	0.000213	1.027210	0.000241	1.009979	0.000214
56346.47441046	0.21266086	1.004689	0.000214	1.025488	0.000243	1.008414	0.000215
56346.49484390	0.22205585	1.011705	0.000214	1.033238	0.000243	1.015455	0.000215
56346.51527734	0.23145083	1.004852	0.000214	1.025741	0.000243	1.008575	0.000215
56346.53571078	0.24084581	1.009904	0.000214	1.031269	0.000243	1.013644	0.000215
56346.55614422	0.25024079	1.011789	0.000214	1.033477	0.000243	1.015534	0.000215
56346.57657766	0.25963577	1.007525	0.000214	1.028648	0.000243	1.011253	0.000215
56346.59701110	0.26903076	1.014039	0.000214	1.035959	0.000243	1.017789	0.000215
56346.61744454	0.27842574	1.009400	0.000214	1.030717	0.000243	1.013131	0.000215
56346.65831143	0.29721571	1.012730	0.000214	1.034358	0.000243	1.016470	0.000215
56346.67874487	0.30661069	1.005605	0.000214	1.026283	0.000243	1.009317	0.000215
56346.69917842	0.31600572	1.010061	0.000214	1.031417	0.000243	1.013788	0.000215
56346.71961176	0.32540066	1.009167	0.000214	1.030190	0.000243	1.012889	0.000215
56346.74004530	0.33479568	1.003590	0.000214	1.024085	0.000243	1.007290	0.000215
56346.76047875	0.34419067	1.010475	0.000214	1.031720	0.000243	1.014199	0.000215
56346.78091209	0.35358561	1.003143	0.000214	1.023374	0.000243	1.006838	0.000215
56346.80134564	0.36298064	1.003855	0.000214	1.024211	0.000243	1.007551	0.000214
56346.82177908	0.37237562	1.006390	0.000214	1.027055	0.000242	1.010094	0.000214
56346.84221243	0.38177056	0.999636	0.000214	1.019313	0.000242	1.003313	0.000214
56346.86264598	0.39116560	1.004625	0.000214	1.025120	0.000242	1.008319	0.000214
56346.88307942	0.40056058	1.002761	0.000214	1.022866	0.000242	1.006446	0.000214
56346.90351277	0.40995552	1.000154	0.000214	1.019926	0.000242	1.003828	0.000214
56346.92394632	0.41935055	1.005676	0.000214	1.026315	0.000242	1.009369	0.000214
56346.94437976	0.42874553	0.998962	0.000214	1.018491	0.000242	1.002628	0.000214
56346.96481331	0.43814056	0.993607	0.000214	1.012531	0.000242	0.997252	0.000214
56346.98524666	0.44753551	0.987496	0.000214	1.005544	0.000242	0.991117	0.000214
56347.00568011	0.45693049	0.972150	0.000214	0.988100	0.000242	0.975713	0.000214
56347.02611366	0.46632552	0.966122	0.000214	0.981213	0.000242	0.969662	0.000214
56347.04654700	0.47572046	0.955877	0.000214	0.969696	0.000243	0.959378	0.000215
56347.06698045	0.48511545	0.946490	0.000214	0.958793	0.000243	0.949955	0.000215
56347.08741400	0.49451048	0.947060	0.000214	0.959713	0.000243	0.950525	0.000215
56347.10784735	-0.49609458	0.944561	0.000214	0.956673	0.000243	0.948015	0.000215
56347.12828090	-0.48669955	0.950338	0.000214	0.963303	0.000243	0.953812	0.000215
56347.14871425	-0.47730461	0.962362	0.000214	0.976991	0.000243	0.965879	0.000215
56347.16914770	-0.46790962	0.967750	0.000214	0.983023	0.000243	0.971284	0.000215
56347.18958126	-0.45851458	0.982545	0.000214	0.999851	0.000243	0.986132	0.000215
56347.21001471	-0.44911960	0.994085	0.000214	1.013068	0.000243	0.997712	0.000215
56347.23044806	-0.43972466	0.997878	0.000214	1.017280	0.000243	1.001517	0.000215
56347.25088161	-0.43032962	1.013295	0.000214	1.034808	0.000243	1.016989	0.000215
56347.27131506	-0.42093464	1.008001	0.000214	1.028926	0.000243	1.011674	0.000215
56347.29174842	-0.41153969	1.010891	0.000214	1.031962	0.000243	1.014573	0.000215
56347.31218197	-0.40214466	1.015091	0.000214	1.036954	0.000243	1.018787	0.000215
56347.33261542	-0.39274967	1.007356	0.000214	1.028010	0.000243	1.011022	0.000215
56347.35304898	-0.38335464	1.017276	0.000215	1.039346	0.000243	1.020976	0.000215
56347.37348233	-0.37395969	1.010563	0.000215	1.031682	0.000244	1.014237	0.000215
56347.39391578	-0.36456471	1.012023	0.000215	1.033409	0.000244	1.015701	0.000215
56347.41434934	-0.35516967	1.019662	0.000215	1.041951	0.000244	1.023366	0.000216
56347.43478269	-0.34577473	1.009235	0.000215	1.030313	0.000244	1.012899	0.000216
56347.45521615	-0.33637974	1.018895	0.000215	1.041110	0.000244	1.022593	0.000216
56347.47564970	-0.32698471	1.015225	0.000215	1.037015	0.000244	1.018908	0.000216
56347.49608306	-0.31758976	1.012174	0.000215	1.033547	0.000244	1.015844	0.000216
56347.51651662	-0.30819472	1.020779	0.000215	1.043232	0.000244	1.024479	0.000215
56347.53695007	-0.29879974	1.010338	0.000215	1.031447	0.000244	1.013998	0.000215
56347.55738343	-0.28940479	1.017378	0.000215	1.039457	0.000244	1.021062	0.000215
56347.57781699	-0.28000976	1.017056	0.000215	1.039043	0.000243	1.020737	0.000215
56347.59825044	-0.27061477	1.011225	0.000214	1.032422	0.000243	1.014883	0.000215
56347.61868380	-0.26121982	1.019612	0.000214	1.041983	0.000243	1.023299	0.000215
56347.63911736	-0.25182479	1.011901	0.000214	1.033092	0.000243	1.015558	0.000215
56347.65955082	-0.24242980	1.012942	0.000214	1.034504	0.000243	1.016601	0.000215
56347.67998438	-0.23303476	1.014277	0.000214	1.035823	0.000243	1.017939	0.000215
56347.70041774	-0.22363981	1.007476	0.000214	1.028195	0.000243	1.011112	0.000215
56347.72085120	-0.21424482	1.012109	0.000214	1.033451	0.000243	1.015760	0.000215
56347.74128466	-0.20484983	1.007465	0.000214	1.028123	0.000243	1.011098	0.000215
56347.76171812	-0.19545484	1.005918	0.000214	1.026284	0.000243	1.009544	0.000215
56347.78215158	-0.18605985	1.007683	0.000214	1.028555	0.000243	1.011313	0.000215
56347.80258504	-0.17666486	1.003405	0.000214	1.023415	0.000243	1.007018	0.000215
56347.82301850	-0.16726987	1.002366	0.000214	1.022414	0.000243	1.005974	0.000215
56347.84345196	-0.15787487	1.001611	0.000214	1.021533	0.000243	1.005214	0.000215
56347.86388552	-0.14847984	0.998927	0.000214	1.018405	0.000243	1.002519	0.000215
56347.88431888	-0.13908489	0.998868	0.000214	1.018305	0.000243	1.002458	0.000215
56347.90475244	-0.12968985	0.997269	0.000214	1.016591	0.000243	1.000852	0.000215
56347.92518591	-0.12029486	0.993311	0.000214	1.011957	0.000242	0.996878	0.000214
56347.94561927	-0.11089991	0.996346	0.000214	1.015493	0.000242	0.999922	0.000214
56347.96605283	-0.10150488	0.993926	0.000214	1.012704	0.000242	0.997491	0.000214
56347.98648630	-0.09210988	0.990303	0.000214	1.008516	0.000242	0.993854	0.000214
56348.00691966	-0.08271494	0.994598	0.000214	1.013554	0.000243	0.998162	0.000214
56348.02735322	-0.07331990	0.972212	0.000214	0.987959	0.000243	0.975695	0.000214
56348.04778669	-0.06392490	0.919561	0.000214	0.928249	0.000243	0.922853	0.000214
56348.06822025	-0.05452987	0.837475	0.000214	0.834977	0.000243	0.840472	0.000215
56348.08865362	-0.04513492	0.734461	0.000214	0.717965	0.000243	0.737088	0.000215
56348.10908708	-0.03573992	0.631698	0.000214	0.601117	0.000243	0.633956	0.000215
56348.12952065	-0.02634488	0.523334	0.000214	0.478232	0.000243	0.525204	0.000215
56348.14995402	-0.01694993	0.439596	0.000214	0.382831	0.000243	0.441167	0.000215
56348.17038748	-0.00755494	0.382853	0.000214	0.318562	0.000243	0.384220	0.000215
56348.19082105	0.00184010	0.370662	0.000214	0.304626	0.000243	0.371984	0.000215
56348.21125442	0.01123505	0.407298	0.000214	0.346226	0.000243	0.408751	0.000215
56348.23168788	0.02063004	0.479953	0.000214	0.428866	0.000243	0.481664	0.000215
56348.25212145	0.03002508	0.576646	0.000214	0.538639	0.000243	0.578701	0.000215
56348.27255492	0.03942008	0.689357	0.000214	0.666557	0.000243	0.691812	0.000215
56348.29298839	0.04881507	0.789236	0.000214	0.780206	0.000243	0.792045	0.000215
56348.31342186	0.05821007	0.882319	0.000214	0.885791	0.000243	0.885458	0.000215
56348.33385533	0.06760507	0.956047	0.000214	0.969584	0.000243	0.959447	0.000215
56348.35428879	0.07700006	0.985559	0.000214	1.003178	0.000243	0.989062	0.000215
56348.37472226	0.08639505	0.997918	0.000214	1.017042	0.000243	1.001463	0.000215
56348.39515563	0.09579000	0.995125	0.000214	1.013970	0.000243	0.998659	0.000215
56348.41558920	0.10518504	0.993817	0.000214	1.012574	0.000243	0.997344	0.000215
56348.43602267	0.11458004	1.002271	0.000214	1.022014	0.000243	1.005827	0.000215
56348.45645615	0.12397504	0.993725	0.000214	1.012411	0.000243	0.997249	0.000215
56348.47688962	0.13337004	0.999820	0.000214	1.019396	0.000243	1.003363	0.000215
56348.49732309	0.14276503	1.000941	0.000214	1.020430	0.000243	1.004487	0.000215
56348.51775666	0.15216007	0.995958	0.000214	1.014961	0.000243	0.999484	0.000215
56348.53819003	0.16155502	1.007551	0.000214	1.028032	0.000243	1.011116	0.000215
56348.55862350	0.17095002	0.998932	0.000214	1.018329	0.000243	1.002465	0.000215
56348.57905708	0.18034507	1.004625	0.000214	1.024710	0.000243	1.008176	0.000215
56348.59949045	0.18974002	1.009029	0.000214	1.029738	0.000243	1.012594	0.000215
56348.61992402	0.19913506	1.000972	0.000214	1.020467	0.000243	1.004507	0.000215
56348.64035750	0.20853006	1.012914	0.000214	1.034249	0.000243	1.016489	0.000215
56348.66079087	0.21792501	1.006240	0.000214	1.026410	0.000243	1.009790	0.000215
56348.68122445	0.22732005	1.007882	0.000214	1.028489	0.000243	1.011436	0.000215
56348.70165792	0.23671505	1.013636	0.000214	1.034990	0.000243	1.017208	0.000215
56348.72209130	0.24611000	1.005397	0.000214	1.025544	0.000243	1.008939	0.000215
56348.74252487	0.25550505	1.013933	0.000214	1.035242	0.000243	1.017503	0.000215
56348.76295835	0.26490005	1.008887	0.000214	1.029578	0.000243	1.012437	0.000215
56348.78339172	0.27429500	1.009048	0.000214	1.029625	0.000243	1.012597	0.000215
56348.80382530	0.28369004	1.013805	0.000214	1.035210	0.000243	1.017369	0.000215
56348.82425878	0.29308504	1.007824	0.000214	1.028254	0.000243	1.011365	0.000215
56348.84469235	0.30248008	1.012136	0.000214	1.033170	0.000243	1.015690	0.000215
56348.86512573	0.31187504	1.008331	0.000214	1.028913	0.000243	1.011870	0.000215
56348.88555921	0.32127004	1.007371	0.000214	1.027795	0.000243	1.010905	0.000215
56348.90599278	0.33066508	1.008361	0.000214	1.028909	0.000243	1.011897	0.000215
56348.92642616	0.34006003	1.004743	0.000214	1.024846	0.000243	1.008264	0.000215
56348.94685964	0.34945504	1.006231	0.000214	1.026482	0.000243	1.009755	0.000215
56348.96729322	0.35885008	1.004540	0.000214	1.024527	0.000243	1.008057	0.000215
56348.98772670	0.36824508	1.005355	0.000214	1.025569	0.000243	1.008873	0.000215
56349.00816018	0.37764008	1.003121	0.000214	1.022838	0.000243	1.006629	0.000215
56349.02859366	0.38703508	1.003876	0.000214	1.024004	0.000243	1.007385	0.000215
56349.06946062	0.40582508	1.001293	0.000214	1.020840	0.000243	1.004789	0.000215
56349.08989410	0.41522008	1.005176	0.000214	1.025262	0.000243	1.008684	0.000215
56349.11032748	0.42461504	0.999616	0.000214	1.019044	0.000243	1.003102	0.000215
56349.13076106	0.43401008	0.997615	0.000214	1.016523	0.000243	1.001093	0.000215
56349.15119454	0.44340508	0.990551	0.000214	1.008796	0.000243	0.994002	0.000215
56349.17162813	0.45280014	0.976517	0.000214	0.992551	0.000243	0.979918	0.000215
56349.19206151	0.46219509	0.973238	0.000214	0.989004	0.000243	0.976625	0.000215
56349.21249499	0.47159009	0.957239	0.000214	0.970815	0.000243	0.960569	0.000215
56349.23292857	0.48098514	0.951206	0.000214	0.963911	0.000243	0.954513	0.000215
56349.25336196	0.49038010	0.949702	0.000214	0.962130	0.000243	0.953002	0.000215
56349.27379544	0.49977510	0.940487	0.000214	0.951850	0.000243	0.943753	0.000215
56349.29422902	-0.49082986	0.952838	0.000214	0.965664	0.000243	0.956146	0.000215
56349.31466241	-0.48143490	0.953122	0.000214	0.966129	0.000243	0.956428	0.000215
56349.33509589	-0.47203990	0.965351	0.000214	0.979946	0.000243	0.968698	0.000215
56349.35552948	-0.46264485	0.981422	0.000214	0.998189	0.000243	0.984823	0.000215
56349.37596286	-0.45324989	0.983948	0.000214	1.001079	0.000243	0.987356	0.000215
56349.39639645	-0.44385484	1.000115	0.000214	1.019470	0.000243	1.003577	0.000215
56349.41682993	-0.43445984	1.005230	0.000214	1.025156	0.000243	1.008707	0.000215
56349.43726332	-0.42506488	1.007699	0.000214	1.028141	0.000243	1.011183	0.000215
56349.45769691	-0.41566983	1.015669	0.000214	1.037051	0.000243	1.019179	0.000215
56349.47813039	-0.40627483	1.007663	0.000214	1.027898	0.000243	1.011143	0.000215
56349.49856388	-0.39687983	1.014056	0.000214	1.035304	0.000243	1.017556	0.000215
56349.51899737	-0.38748482	1.014688	0.000214	1.035904	0.000243	1.018188	0.000215
56349.53943086	-0.37808982	1.008687	0.000214	1.029092	0.000243	1.012165	0.000215
56349.55986444	-0.36869477	1.017446	0.000214	1.039177	0.000243	1.020952	0.000215
56349.58029783	-0.35929981	1.010482	0.000214	1.031088	0.000243	1.013962	0.000215
56349.60073132	-0.34990481	1.013950	0.000214	1.035173	0.000243	1.017440	0.000215
56349.64159840	-0.33111475	1.011451	0.000214	1.032121	0.000243	1.014928	0.000215
56349.66203179	-0.32171979	1.018914	0.000214	1.040708	0.000243	1.022415	0.000215
56349.68246538	-0.31232474	1.014135	0.000214	1.035252	0.000243	1.017617	0.000215
56349.70289877	-0.30292978	1.014512	0.000214	1.035556	0.000243	1.017994	0.000215
56349.72333226	-0.29353478	1.017926	0.000214	1.039603	0.000243	1.021417	0.000215
56349.74376585	-0.28413973	1.012664	0.000214	1.033470	0.000243	1.016135	0.000215
56349.76419924	-0.27474477	1.016318	0.000214	1.037651	0.000243	1.019800	0.000215
56349.78463283	-0.26534972	1.014389	0.000214	1.035535	0.000243	1.017862	0.000215
56349.80506633	-0.25595471	1.012495	0.000214	1.033225	0.000243	1.015960	0.000215
56349.82549972	-0.24655975	1.016427	0.000214	1.037739	0.000243	1.019903	0.000215
56349.84593331	-0.23716470	1.011074	0.000214	1.031705	0.000243	1.014530	0.000215
56349.86636680	-0.22776969	1.011874	0.000214	1.032503	0.000243	1.015330	0.000215
56349.88680020	-0.21837473	1.011301	0.000214	1.031835	0.000243	1.014753	0.000215
56349.90723379	-0.20897968	1.007607	0.000214	1.027743	0.000243	1.011045	0.000215
56349.92766728	-0.19958467	1.009031	0.000213	1.029228	0.000242	1.012472	0.000214
56349.94810088	-0.19018962	1.004766	0.000212	1.024470	0.000240	1.008190	0.000213
56349.96853427	-0.18079466	1.005728	0.000211	1.025549	0.000239	1.009153	0.000211
56349.98896777	-0.17139965	1.003970	0.000209	1.023447	0.000237	1.007387	0.000210
56350.00940136	-0.16200460	1.001111	0.000208	1.020349	0.000236	1.004516	0.000209
56350.02983476	-0.15260963	1.002060	0.000207	1.021352	0.000234	1.005467	0.000207
56350.05026825	-0.14321463	0.999256	0.000205	1.018055	0.000233	1.002651	0.000206
56350.07070185	-0.13381957	0.999308	0.000204	1.018360	0.000231	1.002701	0.000205
56350.09113524	-0.12442461	0.994981	0.000203	1.013193	0.000230	0.998358	0.000203
56350.11156884	-0.11502956	0.996574	0.000201	1.015156	0.000228	0.999954	0.000202
56350.13200234	-0.10563455	0.995507	0.000200	1.013923	0.000227	0.998881	0.000201
56350.15243584	-0.09623954	0.992867	0.000199	1.010874	0.000225	0.996230	0.000199
56350.17286933	-0.08684453	0.996917	0.000197	1.015491	0.000224	1.000292	0.000198
56350.19330283	-0.07744952	0.983942	0.000196	1.000864	0.000222	0.987271	0.000196
56350.21373633	-0.06805451	0.950427	0.000194	0.962518	0.000221	0.953640	0.000195
56350.23416983	-0.05865950	0.875590	0.000193	0.877795	0.000219	0.878549	0.000194
56350.25460333	-0.04926450	0.781009	0.000192	0.770147	0.000217	0.783646	0.000192
56350.27503683	-0.03986949	0.681297	0.000190	0.656954	0.000216	0.683596	0.000191
56350.29547033	-0.03047448	0.567156	0.000189	0.527312	0.000214	0.569068	0.000189
56350.31590383	-0.02107947	0.473660	0.000187	0.421062	0.000213	0.475256	0.000188
56350.33633733	-0.01168446	0.402412	0.000186	0.340019	0.000211	0.403767	0.000186
56350.35677083	-0.00228945	0.368541	0.000184	0.301831	0.000209	0.369782	0.000185
56350.37720433	0.00710556	0.388492	0.000183	0.324175	0.000208	0.389799	0.000183
56350.39763793	0.01650062	0.441851	0.000181	0.384915	0.000206	0.443336	0.000182
56350.41807133	0.02589558	0.533351	0.000183	0.488892	0.000208	0.535143	0.000183
56350.43850483	0.03529059	0.639460	0.000184	0.609321	0.000209	0.641607	0.000185
56350.45893843	0.04468565	0.743152	0.000186	0.727094	0.000211	0.745645	0.000186
56350.47937184	0.05408061	0.850320	0.000187	0.849018	0.000213	0.853171	0.000188
56350.49980544	0.06347567	0.922589	0.000189	0.930881	0.000214	0.925681	0.000189
56350.52023894	0.07287068	0.982352	0.000190	0.998951	0.000216	0.985642	0.000191
56350.54067234	0.08226564	0.999906	0.000192	1.018759	0.000218	1.003252	0.000192
56350.56110595	0.09166070	0.992153	0.000193	1.010042	0.000219	0.995471	0.000194
56350.58153945	0.10105571	1.003373	0.000194	1.022798	0.000221	1.006726	0.000195
56350.60197286	0.11045068	0.997394	0.000196	1.016006	0.000222	1.000725	0.000197
56350.62240646	0.11984574	1.000638	0.000197	1.019514	0.000224	1.003978	0.000198
56350.64283997	0.12924075	1.006023	0.000199	1.025907	0.000226	1.009379	0.000199
56350.66327337	0.13863571	1.001453	0.000200	1.020490	0.000227	1.004791	0.000201
56350.68370698	0.14803077	1.009555	0.000201	1.029818	0.000229	1.012918	0.000202
56350.70414048	0.15742578	1.004699	0.000203	1.024270	0.000230	1.008043	0.000203
56350.72457409	0.16682084	1.006410	0.000204	1.026166	0.000232	1.009758	0.000205
56350.74500750	0.17621581	1.010256	0.000205	1.030525	0.000233	1.013614	0.000206
56350.76544100	0.18561082	1.005298	0.000207	1.025055	0.000235	1.008638	0.000207
56350.78587461	0.19500588	1.011100	0.000208	1.031343	0.000236	1.014457	0.000209
56350.80630802	0.20440085	1.009954	0.000209	1.030316	0.000238	1.013305	0.000210
56350.82674152	0.21379586	1.010481	0.000211	1.030766	0.000239	1.013831	0.000211
56350.84717513	0.22319092	1.014079	0.000212	1.034928	0.000241	1.017439	0.000213
56350.86760864	0.23258593	1.011066	0.000213	1.031479	0.000242	1.014413	0.000214
56350.88804215	0.24198095	1.013667	0.000215	1.034445	0.000244	1.017021	0.000215
56350.90847566	0.25137596	1.013063	0.000214	1.033642	0.000243	1.016412	0.000215
56350.92890917	0.26077098	1.012468	0.000214	1.033169	0.000243	1.015813	0.000215
56350.94934268	0.27016599	1.012718	0.000214	1.033263	0.000243	1.016062	0.000215
56350.96977619	0.27956100	1.010688	0.000214	1.031069	0.000243	1.014022	0.000215
56350.99020960	0.28895597	1.012397	0.000214	1.033035	0.000243	1.015735	0.000215
56351.01064321	0.29835103	1.010799	0.000214	1.031117	0.000243	1.014129	0.000215
56351.03107672	0.30774605	1.014928	0.000214	1.034925	0.000242	1.018269	0.000214
56351.05151033	0.31714111	1.011142	0.000214	1.031599	0.000242	1.014469	0.000214
56351.07194374	0.32653608	1.008816	0.000213	1.028766	0.000242	1.012133	0.000214
56351.09237726	0.33593109	1.009324	0.000213	1.029534	0.000242	1.012640	0.000214
56351.11281087	0.34532615	1.005751	0.000213	1.025443	0.000242	1.009053	0.000214
56351.13324428	0.35472112	1.006489	0.000213	1.026234	0.000242	1.009791	0.000214
