122,1860,38,F,m/d/year,0,1,0,0,0,0
180,1874,47,M,m/d/year,0,1,0,0,0,0
42,1876,13,F ,m/d/year,0,1,0,0,0,0
45,1880,49,F,m/d/year,0,1,0,0,0,0
43,1882,7,F,m/d/year,0,1,0,0,0,0
22,1882,28,M,m/d/year,0,1,0,0,0,0
38,1882,78,F ,m/d/year,0,1,0,0,0,0
34,1883,20,F ,m/d/year,0,1,0,0,0,0
32,1884,88,F ,m/d/year,0,1,0,0,0,0
78,1884,N/A,F,m/d/year,0,1,0,0,0,0
35,1884,58,M,m/d/year,0,1,0,0,0,0
77,1885,35,F,m/d/year,0,1,0,0,0,0
63,1887,0.5,F,m/d/year,0,1,0,0,0,0
155,1887,49,M,m/d/year,0,1,0,0,0,0
21,1888,82,F ,m/d/year,0,1,0,0,0,0
177,1888,32,M,m/d/year,0,1,0,0,0,0
176,1888,79,M,m/d/year,0,1,0,0,0,0
111,1889,77,F,d/m/year,1,1,0,0,0,0
135,1889,62,F,roman numeral,0,0,0,1,0,0
24,1890,89,M,m/d/year,0,1,0,0,0,0
64,1890,65,M,m/d/year,0,1,0,0,0,0
70,1891,60,F,m/d/year,0,1,0,0,0,0
162,1891,66,M,m/d/year,0,1,0,0,0,0
68,1891,35,M,m/d/year,0,1,0,0,0,0
179,1892,47,F,m/d/year,0,1,0,0,0,0
44,1892,2,F,m/d/year,0,1,0,0,0,0
72,1893,70,M,m/d/year,0,1,0,0,0,0
33,1895,56,F ,year,0,0,1,0,0,0
165,1897,45,M,m/d/year,0,1,0,0,0,0
95,1898,N/A,F,m/d/year,0,1,0,0,0,0
20,1898,0.18,N/A,m/d/year,0,1,0,0,0,0
19,1900,74,M,year,0,0,1,0,0,0
164,1900,80,M,m/d/year,0,1,0,0,0,0
4,1901,40,M,year,0,0,1,0,0,0
1,1901,46,M,d/m/year,1,1,0,0,0,0
2,1901,58,M,m/d/year,0,1,0,0,0,0
3,1901,26,F ,m/d/year,0,1,0,0,0,0
23,1902,22,M,year,0,0,1,0,0,0
30,1904,52,F ,year,0,0,1,0,0,0
119,1906,70,F,year,0,0,1,0,0,0
118,1906,0,F,m/d/year,0,1,0,0,0,0
116,1909,81,M,year,0,0,1,0,0,0
131,1910,53,M,m/d/year,0,1,0,0,0,0
117,1912,83,F,m/d/year,0,1,0,0,0,0
109,1912,65,F ,m/d/year,0,1,0,0,0,0
126,1913,28,M,Year,0,0,1,0,0,0
127,1913,89,F,m/d/year,0,1,0,0,0,0
170,1913,81,M,m/d/year,0,1,0,0,0,0
40,1914,49,F ,year,0,0,1,0,0,0
48,1915,27,F,year,0,0,1,0,0,0
50,1915,22,F,m/d/year,0,1,0,0,0,0
49,1916,45,M,m/d/year,0,1,0,0,0,0
71,1918,25,M,m/d/year,0,1,0,0,0,0
171,1918,78,F,m/d/year,0,1,0,0,0,0
161,1919,74,F,year,0,0,1,0,0,0
51,1919,15,F,m/d/year,0,1,0,0,0,0
52,1919,62,F,m/d/year,0,1,0,0,0,0
82,1920,52,F,m/d/year,0,1,0,0,0,0
53,1920,36,M,m/d/year,0,1,0,0,0,0
46,1921,81,M,year,0,0,1,0,0,0
54,1921,82,M,m/d/year,0,1,0,0,0,0
83,1921,35,F,m/d/year,0,1,0,0,0,0
81,1922,70,F,year,0,0,1,0,0,0
125,1922,66,M,m/d/year,0,1,0,0,0,0
80,1923,69,M,year,0,0,1,0,0,0
84,1924,71,M,year,0,0,1,0,0,0
140,1924,7,M,year,0,0,1,0,0,0
132,1924,none,F,m/d/year,0,1,0,0,0,0
27,1927,55,M,year,0,0,1,0,0,0
129,1927,62,M,year,0,0,1,0,0,0
56,1928,N/A,F,m/d/year,0,1,0,0,0,0
105,1929,24,M,year,0,0,1,0,0,0
61,1929,N/A,F,m/d/year,0,1,0,0,0,0
160,1931,51,M,m/d/year,0,1,0,0,0,0
130,1932,none,F,m/d/year,0,1,0,0,0,0
123,1933,57,F,year,0,0,1,0,0,0
41,1937,78,M,year,0,0,1,0,0,0
110,1938,82,M,year,0,0,1,0,0,0
183,1938,39,M,m/d/year,0,1,0,0,0,0
144,1941,N/A,F,Year,0,0,1,0,0,0
69,1943,54,M,year,0,0,1,0,0,0
120,1943,66,M,year,0,0,1,0,0,0
47,1944,60,F,year,0,0,1,0,0,0
57,1944,61,F,year,0,0,1,0,0,0
124,1944,28,F,year,0,0,1,0,0,0
108,1944,55,F,m/d/year,0,1,0,0,0,0
98,1945,66,M,year,0,0,1,0,0,0
91,1945,57,F,m/d/year,0,1,0,0,0,0
128,1946,31,F,Year,0,0,1,0,0,0
143,1946,75,M,year,0,0,1,0,0,0
90,1946,76,F,m/d/year,0,1,0,0,0,0
17,1946,61,M,"month, year",0,0,0,0,1,0
121,1946,62,M,m/d/year,0,1,0,0,0,0
18,1947,82,F ,year,0,0,1,0,0,0
103,1947,63,F ,year,0,0,1,0,0,0
114,1947,81,M,Year,0,0,1,0,0,0
137,1948,35,M,"month, year",0,0,0,0,1,0
13,1950,67,M,year,0,0,1,0,0,0
15,1950,76,M,year,0,0,1,0,0,0
16,1950,50,F ,year,0,0,1,0,0,0
99,1950,44,F,year,0,0,1,0,0,0
59,1951,76,M,m/year,0,0,0,0,1,0
14,1953,61,F ,year,0,0,1,0,0,0
142,1957,58,F,year,0,0,1,0,0,0
172,1958,94,M,m/d/year,0,1,0,0,0,0
104,1958,73,M,m/d/year,0,1,0,0,0,0
55,1961,82,M,m/d/year,0,1,0,0,0,0
6,1962,58,M,m/d/year,0,1,0,0,0,0
28,1964,45,F ,m/d/year,0,1,0,0,0,0
26,1965,52,F ,m/d/year,0,1,0,0,0,0
5,1966,84,M,m/d/year,0,1,0,0,0,0
39,1967,63,F ,year,0,0,1,0,0,0
92,1967,82,F,year,0,0,1,0,0,0
88,1967,81,M,m/d/year,0,1,0,0,0,0
141,1968,62,M,m/d/year,0,1,0,0,0,0
168,1969,64,M,year,0,0,1,0,0,0
86,1970,72,M,m/d/year,0,1,0,0,0,0
87,1971,64,M,year,0,0,1,0,0,0
139,1971,53,F,m/d/year,0,1,0,0,0,0
107,1971,57,M,m/d/year,0,1,0,0,0,0
60,1972,68,M,m/d/year,0,1,0,0,0,0
133,1972,68,F,m/d/year,0,1,0,0,0,0
138,1972,52,M,m/d/year,0,1,0,0,0,0
76,1973,79,F,m/d/year,0,1,0,0,0,0
97,1973,71,M,m/d/year,0,1,0,0,0,0
75,1974,62,M,m/d/year,0,1,0,0,0,0
169,1975,64,M,year,0,0,1,0,0,0
67,1975,77,M,m/d/year,0,1,0,0,0,0
10,1976,55,F ,year,0,0,1,0,0,0
85,1976,73,F,year,0,0,1,0,0,0
101,1976,81,M,m/d/year,0,1,0,0,0,0
174,1978,82,F,Year,0,0,1,0,0,0
106,1978,65,M,m/d/year,0,1,0,0,0,0
100,1983,43,M,m/d/year,0,1,0,0,0,0
102,1984,74,M,year,0,0,1,0,0,0
113,1984,78,M,m/d/year,0,1,0,0,0,0
31,1987,89,M,m/d/year,0,1,0,0,0,0
96,1988,60,F,m/d/year,0,1,0,0,0,0
94,1988,90,F,m/d/year,0,1,0,0,0,0
184,1992,19,M,year,0,0,1,0,0,0
62,1992,73,F,m/d/year,0,1,0,0,0,0
25,1993,100,M,year,0,0,1,0,0,0
148,1994,86,M,m/d/year,0,1,0,0,0,0
146,1994,55,F,m/d/year,0,1,0,0,0,0
152,1995,96,M,m/d/year,0,1,0,0,0,0
12,1995,78,F ,m/d/year,0,1,0,0,0,0
36,1996,95,M,m/d/year,0,1,0,0,0,0
37,1997,51,M,year,0,0,1,0,0,0
93,1998,53,F,m/d/year,0,1,0,0,0,0
11,1998,95,F ,m/d/year,0,1,0,0,0,0
7,2002,53,M,year,0,0,1,0,0,0
159,2002,16,M,year,0,0,1,0,0,0
134,2002,82,F,m/d/year,0,1,0,0,0,0
89,2002,95,M,m/d/year,0,1,0,0,0,0
156,2003,16,M,m/d/year,0,1,0,0,0,0
154,2003,71,M,m/d/year,0,1,0,0,0,0
157,2003,79,M,m/d/year,0,1,0,0,0,0
158,2003,49,M,m/d/year,0,1,0,0,0,0
151,2003,51,M,m/d/year,0,1,0,0,0,0
149,2005,57,M,m/d/year,0,1,0,0,0,0
153,2006,4,F,m/d/year,0,1,0,0,0,0
182,2006,85,F,m/d/year,0,1,0,0,0,0
65,2006,78,F,m/d/year,0,1,0,0,0,0
166,2007,97,F,m/d/year,0,1,0,0,0,0
