167,2009,79,F,m/d/year,0,1,0,0,0,0
74,2009,47,F,m/d/year,0,1,0,0,0,0
112,2009,64,F,m/d/year,0,1,0,0,0,0
136,2010,89,M,year,0,0,1,0,0,0
9,2011,97,M,year,0,0,1,0,0,0
79,2012,94,M,year,0,0,1,0,0,0
73,2012,68,M,m/d/year,0,1,0,0,0,0
115,2014,75,M,m/d/year,0,1,0,0,0,0
173,2015,96,F,Year,0,0,1,0,0,0
29,2015,95,M,m/year,0,0,0,0,1,0
185,2016,88,F,year,0,0,1,0,0,0
8,2016,93,F ,m/d/year,0,1,0,0,0,0
175,2016,93,M,m/d/year,0,1,0,0,0,0
178,2017,82,F,m/d/year,0,1,0,0,0,0
66,2017,99,F,m/d/year,0,1,0,0,0,0
150,2018,57,M,m/d/year,0,1,0,0,0,0
147,2018,94,M,m/d/year,0,1,0,0,0,0
